Country,Country Code,Indicator Name,Indicator Code,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Jamaica,JAM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-1.457147209,1.730376267,-0.61363604,0.517686013,0.689822357,0.921487125,1.375223064,0.997123062,1.889923681,0.892291654,-9.9,4.6,4.2
Jordan,JOR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2.314834221,2.737179886,2.429358001,2.609947375,3.384078099,2.496528793,1.994180849,2.473598154,1.919072636,1.751239735,-1.606636278,2.222999278,2.503796384
Japan,JPN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,4.097917919,0.023809524,1.374750999,2.005100177,0.296205514,1.560626697,0.753826746,1.675331752,0.643391023,-0.402169201,-4.278603688,2.142487369,1.028624866
Kazakhstan,KAZ,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,7.3,7.400000001,4.8,5.999999999,4.200000001,1.2,1.1,4.1,4.1,4.5,-2.5,4.3,3.2
Kenya,KEN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,8.058473603,5.12110612,4.568679614,3.797848393,5.020111002,4.967721128,4.213517068,3.837958174,5.647946407,5.114158858,-0.272766327,7.590489473,4.846634856
Kyrgyz Republic,KGZ,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-0.471566601,5.956274309,-0.088150201,10.91546945,4.024038626,3.875825448,4.335855917,4.739937225,3.757910125,4.600625666,-8.398364296,6.167638428,7.022208826
Cambodia,KHM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,5.963078575,7.069569946,7.313345505,7.356665149,7.142571101,6.965797814,6.933313973,6.996903699,7.469169207,7.054106932,-3.096006731,3.026389363,5.16246
Kiribati,KIR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-1.120260261,1.76257601,5.136144329,4.161574477,-1.096288599,9.865174721,-0.478196755,0.186027237,5.113636364,-2.162162162,-1.657458564,7.865168539,1.5625
St. Kitts and Nevis,KNA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,0.043977654,1.616607304,-0.525762355,5.709822978,7.581478883,0.714014854,3.930004683,0.007510659,2.052022866,4.047063509,-14.53052971,-0.880100861,9
"Korea, Rep.",KOR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,6.804824918,3.685667782,2.402530992,3.164708636,3.202453795,2.809103268,2.946881715,3.15963574,2.907403774,2.24397786,-0.709415359,4.145323954,2.560537432
Kuwait,KWT,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-2.37026412,9.628406975,6.6258183,1.149300437,0.500876982,0.593019617,2.925868226,-4.712106209,2.433981269,-0.551959332,-8.855278885,1.308056509,8.177755846
Latin America & Caribbean (excluding high income),LAC,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,6.71874552,4.484697241,2.378394402,2.871167912,1.359356511,0.413911528,-0.296832951,2.006129526,1.626829439,0.68219381,-6.338581723,6.500803246,3.601567092
Lao PDR,LAO,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,8.526905517,8.038652681,8.026098434,8.026300226,7.611963441,7.270065843,7.022836255,6.892530873,6.247960008,5.457735092,0.50303183,2.528351001,2.707426527
Lebanon,LBN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,7.975135559,0.867339877,2.564791337,3.827873498,2.484060106,0.462320792,1.55454941,0.903028464,-1.884705756,-6.914924729,-21.39989969,-7.001238625,
Liberia,LBR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,6.09982524,8.200768225,7.993814446,8.687287816,0.7013931,-0.01856497,-1.554958617,2.45515592,1.157575122,-2.467297635,-2.982491276,4.986712835,4.808113461
Libya,LBY,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,5.027247672,-50.33851514,86.82674844,-17.99796157,-23.04280583,-0.842656252,-1.490941117,32.49180219,7.941367853,-11.19569459,-29.78714799,31.37251544,-1.236981944
St. Lucia,LCA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,0.330430251,4.327130224,-0.110132159,-2.004252638,1.328002572,0.101120254,3.428673296,3.387785587,2.880376394,-0.649970292,-24.36571221,12.23193962,15.4
Latin America & Caribbean,LCN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,6.428144443,4.449026862,2.57146952,2.856652829,1.392201003,0.521035768,-0.159189425,1.87807359,1.624768843,0.738665341,-6.451022173,6.734009647,3.751778378
Least developed countries: UN classification,LDC,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,6.179370964,3.009546687,2.166030556,5.609249856,5.59335795,2.452281206,4.010710131,4.316948518,4.375865251,4.859785104,0.689791203,1.930539221,4.427820908
Low income,LIC,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,6.699131986,0.351034649,-4.570579292,3.298871292,4.391437181,-0.390631299,2.129491902,2.786452736,3.002929698,3.81860776,0.01895419,1.776178203,3.500565851
Liechtenstein,LIE,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,
Sri Lanka,LKA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,8.01596737,8.669483012,8.632181377,4.05174633,6.377978897,4.205955475,5.05362489,6.460681271,2.310084255,-0.220483887,-4.624515817,3.512224555,-7.823977326
Lower middle income,LMC,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,6.64485909,4.567918215,4.238668576,4.891748793,5.665897664,5.002344388,5.773665962,5.112908992,4.754487568,3.537923897,-3.062534358,5.992554834,5.078670606
Low & middle income,LMY,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,7.924813617,6.257738105,5.364752634,5.392164081,4.923874261,4.394960879,4.557560475,5.161604341,4.879841587,3.997645555,-1.156334483,7.113027921,3.517079276
Lesotho,LSO,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,5.266280653,4.614252238,6.334821701,1.792531445,1.710544004,3.127557724,3.605400048,-3.138174923,-1.48063361,-0.764225981,-5.619402426,1.557679833,0.591917768
Late-demographic dividend,LTE,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,8.018919902,7.193245222,5.877740053,5.609945716,5.22313614,4.698393236,4.476986538,5.298332885,5.42333202,4.646903024,0.174728579,7.421934343,3.197890202
Lithuania,LTU,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1.651240653,6.03900816,3.843864749,3.550072843,3.537009879,2.024583955,2.518828273,4.282596951,3.993310328,4.625103139,-0.022073742,5.980848085,1.887795395
Luxembourg,LUX,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,3.760413593,1.044298695,1.64990203,3.171790499,2.623086016,2.269784484,4.978190437,1.317187663,1.219321919,2.319925201,-0.797435589,5.102455447,1.548714616
Latvia,LVA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-4.45556726,2.573712363,7.042247161,2.007966879,1.902172684,3.885260054,2.368614747,3.312475936,3.991854505,2.569703888,-2.202985338,4.064016104,1.976185961
"Macao SAR, China",MAC,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,25.12275964,21.61652888,9.242245928,10.75285399,-2.048380612,-21.51440527,-0.679060845,9.983305509,6.464667694,-2.511937846,-54.23590002,19.26705638,-26.76142266
St. Martin (French part),MAF,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,
Morocco,MAR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,3.499557102,5.524645232,3.062343684,4.122212869,2.719244078,4.344582976,0.521185506,5.057898162,3.06564133,2.890974761,-7.187079577,7.929667934,1.079969491
Monaco,MCO,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2.09999905,7.000000024,1.012217961,9.574890743,7.189187012,4.863473211,3.451551047,-3.500961422,5.95627042,6.905665492,-12.96513471,21.5535607,
Moldova,MDA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,7.100000084,5.818166173,-0.589733908,9.043865593,4.999625866,-0.338235652,4.646014363,4.175612051,4.075595466,3.552314085,-8.27597832,13.92999979,-5.948036793
Madagascar,MDG,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,0.619239746,1.578427051,3.011148115,2.300376232,3.339203113,3.132298073,3.993146064,3.933307595,3.194356515,4.41123213,-7.137671622,5.739615738,3.796204884
Maldives,MDV,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,7.265129068,8.566733531,2.517383942,7.281073979,7.329626203,2.88454853,6.338300636,7.209910123,8.123128908,7.097466015,-33.49279579,41.74510055,12.29948647
Middle East & North Africa,MEA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,5.012254947,3.803274922,4.32719848,2.244397771,2.852370689,2.745800118,4.427929233,1.751533501,2.105866365,1.224529048,-3.771868203,4.416034751,5.752082766
Mexico,MEX,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,5.118118143,3.66300793,3.642322679,1.354091962,2.849773255,3.293151528,2.630532425,2.113129135,2.194994725,-0.199047772,-7.98791234,4.720565298,3.06238019
Marshall Islands,MHL,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,5.421623829,-0.30723955,-1.2927116,3.679684139,-1.119928582,2.111108569,2.016095319,3.410419703,4.194018756,10.83921368,-1.841596424,1.114795058,1.499997063
Middle income,MIC,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,7.950223538,6.378772321,5.556801723,5.42874511,4.933085727,4.477326995,4.597403471,5.199659422,4.909223951,4.000397397,-1.174367297,7.193313287,3.517315725
North Macedonia,MKD,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,3.358750858,2.339886045,-0.456183224,2.925257665,3.629123513,3.85586514,2.848205194,1.081772738,2.88059671,3.910419538,-6.110886711,5.506016461,2.146656473
Mali,MLI,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,5.313935279,3.21313378,-0.836734632,2.29506829,7.084683881,6.171800024,5.852299199,5.305456084,4.746484327,4.756160808,-1.235450447,3.052613569,3.687484098
Malta,MLT,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,5.543569377,0.466127625,4.118660982,5.473057917,7.633119335,9.608131222,3.381115768,10.92532923,6.140227303,7.00882545,-8.612490551,11.80590307,6.851011256
Myanmar,MMR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,10.06928609,7.520057227,6.485754004,7.898669478,8.19966375,3.277279417,10.50778078,5.7500645,6.404977325,6.750460146,3.1737744,-17.9129448,3.002678341
Middle East & North Africa (excluding high income),MNA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,5.240260392,-1.010206281,3.682811399,0.446847951,1.759717837,0.740791611,5.342988605,3.124514295,1.680642931,1.023238977,-3.258941481,4.349854026,3.873908034
Montenegro,MNE,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2.734331082,3.228451021,-2.723790771,3.548979912,1.783698581,3.390381397,2.949280321,4.716465276,5.077888811,4.062944992,-15.30689376,13.04346425,6.093776357
Mongolia,MNG,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,6.365161685,17.29077758,12.31981985,11.64891619,7.885225481,2.379835807,1.489784485,5.63687639,7.74488062,5.602244219,-4.557751973,1.636769576,4.845908203
Northern Mariana Islands,MNP,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1.395939086,-7.384230288,0.810810811,2.680965147,4.177545692,3.383458647,29.21212121,23.17073171,-19.26884996,-11.32075472,-29.68085106,,
Mozambique,MOZ,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,6.502353115,7.417384316,7.258439253,6.963607135,7.398512797,6.72327878,3.824214319,3.741317593,3.443813083,2.314442594,-1.198548272,2.327523625,4.148414532
Mauritania,MRT,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2.620229521,4.172783283,4.470013182,4.150813186,4.274823271,5.376339237,1.260909224,6.270545694,4.772173639,5.296637357,-0.938516151,2.445368273,5.199999994
Mauritius,MUS,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,4.377203223,4.077538066,3.496118365,3.3604061,3.82696982,3.690556904,3.862468263,3.937983806,4.006740572,2.891284993,-14.597398,3.3993801,8.690735124
Malawi,MWI,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,6.874065854,4.932669998,1.900000001,5.410349999,5.62527,2.800000001,2.499999999,4,4.391688296,5.448181336,0.799998331,2.751402609,0.92343629
Malaysia,MYS,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,7.424847383,5.293912834,5.473454193,4.693722526,6.006721946,5.091532422,4.449781398,5.81272241,4.843086976,4.413187421,-5.534435297,3.092162616,8.694343203
North America,NAC,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2.736402507,1.673220819,2.236164023,1.879791747,2.332052952,2.541510234,1.61424654,2.304819564,2.930989761,2.261827456,-2.949960689,5.872981633,2.163380112
Namibia,NAM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,6.03924948,5.091338139,5.06168207,5.614719623,6.09251916,4.264174538,0.03379445,-1.027250827,1.059943471,-0.839154686,-8.10140078,3.524657983,4.560293968
New Caledonia,NCL,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,4,-1.4,-2.4,-2.1,
Niger,NER,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,8.578166743,2.357756936,10.54894458,5.315130634,6.642136655,4.392648832,5.740893151,5.001359945,7.210803008,5.941396863,3.550227506,1.387129177,11.50000492
Nigeria,NGA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,8.005655915,5.307924204,4.230061175,6.671335393,6.309718656,2.652693295,-1.61686895,0.80588662,1.922757342,2.208429277,-1.794253082,3.647186541,3.251681408
Nicaragua,NIC,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,4.410481398,6.317476383,6.495979229,4.926792269,4.78581617,4.792056766,4.56233983,4.631409716,-3.363186539,-2.896488078,-1.766258452,10.34689762,3.751102566
Netherlands,NLD,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1.342739336,1.551189312,-1.030353991,-0.130175288,1.423395395,1.959169721,2.191713719,2.910902513,2.360915095,1.955588416,-3.886083918,4.863219149,4.478240001
Norway,NOR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,0.787051845,1.105656027,2.717959267,1.016190824,2.048131999,1.857339726,1.164724235,2.463746285,0.828931484,1.123746964,-1.278171785,3.898399067,3.280557654
Nepal,NPL,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,4.816414647,3.421808701,4.670141923,3.525153174,6.011482841,3.976053274,0.433113718,8.977279354,7.622376108,6.657055428,-2.369620627,4.838149613,5.613193165
Nauru,NRU,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-1.612903226,9.836065574,31.34328358,4.545454545,15.2173913,-5.660377358,8,-6.481481481,7.920792079,8.256880734,4.237288136,3.25203252,2.362204724
New Zealand,NZL,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1.466751165,2.221579823,2.273031482,2.764920987,3.810836838,3.736430715,3.801758048,3.524413249,3.5251832,2.445983155,-0.653921432,5.167847359,2.156979776
OECD members,OED,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2.986061025,1.868776828,1.386650904,1.51835929,2.093055498,2.433268269,1.828506433,2.494858907,2.358173225,1.730625039,-4.213419536,5.473544738,2.776450908
Oman,OMN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1.713985311,2.894609735,8.863122256,5.227704081,1.292252294,5.017057997,5.046423946,0.304057566,1.287103915,-1.128711062,-3.3797144,3.092276687,4.311253509
Other small states,OSS,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,8.712679377,7.560668261,3.403209312,3.673816031,3.851111486,3.127875315,2.98173198,1.323932626,2.210753164,2.186157451,-4.859109912,3.976229815,4.389591296
Pakistan,PAK,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1.606688629,2.748405917,3.50703342,4.396456634,4.674707982,4.731147475,5.526735845,4.432625907,6.151702611,2.497636929,-1.274087443,6.487086774,6.188155474
Panama,PAN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,5.827993494,11.31362591,9.778490071,6.903948051,5.066422355,5.733054296,4.953211423,5.591148876,3.685429938,3.281874934,-17.66833271,15.83576496,10.8093662
Peru,PER,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,8.332459107,6.327192402,6.139724706,5.852518211,2.382157372,3.252244772,3.953318715,2.518835442,3.969351341,2.240631769,-10.86964078,13.41753029,2.683871435
Philippines,PHL,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,7.33449996,3.858232828,6.896951711,6.750531301,6.347987483,6.348309717,7.14945675,6.930988326,6.341485572,6.118525662,-9.51829474,5.714733132,7.570332488
Palau,PLW,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,0.216093492,6.683667538,1.67259734,-3.387309936,6.293865865,7.539063225,-0.083373224,-4.078810923,0.108108108,0.395968323,-9.107206884,-13.33333333,
Papua New Guinea,PNG,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,10.12845407,1.107543626,4.657119597,3.824946328,13.54377062,6.578356323,5.489573153,3.534610818,-0.279252285,4.480430622,-3.167381176,0.1,4.599999979
Poland,POL,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2.934638181,5.042187883,1.545221571,0.856557081,3.836958494,4.383298635,2.953508842,5.140017574,5.945208477,4.450036364,-2.020116215,6.847760739,4.874023579
Pre-demographic dividend,PRE,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,6.471512699,4.023014526,3.525815846,5.809295629,5.083114915,3.211040336,2.421940463,1.586009721,2.46462964,3.197618455,-2.514588192,2.997448632,3.999197091
Puerto Rico,PRI,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-0.413254118,-0.358510628,0.02927511,-0.306826657,-1.190363454,-1.049443651,-1.263002925,-2.885954759,-4.360606061,1.675063105,-4.202806719,0.432646954,3.360972555
"Korea, Dem. People's Rep.",PRK,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,
Portugal,PRT,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1.737625476,-1.696164781,-4.057293608,-0.922644675,0.792190302,1.792046046,2.019485396,3.506345285,2.849325934,2.682759921,-8.300516042,5.502757475,6.685751184
Paraguay,PRY,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,11.09523127,4.286371207,-0.708043112,8.293076489,5.301238592,2.957151735,4.268025833,4.810078856,3.204250341,-0.401855101,-0.819785391,4.016737318,0.075439465
West Bank and Gaza,PSE,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,5.777362056,9.600808489,6.096456563,4.698569866,-0.157866651,3.721299671,8.86461882,1.419367563,1.227077378,1.362687466,-11.31846611,7.011982276,3.93297696
Pacific island small states,PSS,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,3.715999311,3.847544196,1.059049154,3.147816921,3.617739022,3.576382814,3.648137518,3.989623414,2.829187508,1.012540769,-10.28050436,-3.568096596,6.359047208
Post-demographic dividend,PST,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2.927164678,1.655287413,1.249522732,1.399515217,1.91542231,2.136790582,1.749352286,2.363228361,2.259667856,1.690427251,-4.420089838,5.218118033,2.414319529
French Polynesia,PYF,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-2.46606419,-2.961957454,-0.927537713,0.398801414,0.593554453,1.803340815,2.302198237,4.292633631,1.737094719,2.690422798,-6.999991348,2.399988092,
Qatar,QAT,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,19.59233153,13.37517641,4.730011844,5.556040643,5.334323292,4.753345724,3.064191884,-1.497604702,1.234872202,0.774808388,-3.640449805,1.590998164,4.827689101
Romania,ROU,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-3.90123628,4.517086964,1.924993262,0.269963879,4.120674963,3.16050387,2.857546057,8.196506503,6.029019041,3.853163833,-3.677510791,5.793254517,4.792190351
Russian Federation,RUS,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,4.5,4.300029186,4.024086157,1.755422149,0.736267221,-1.972719226,0.193690072,1.825790064,2.80724541,2.198075714,-2.653654501,5.614290376,-2.069711525
Rwanda,RWA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,7.334648333,7.958376403,8.641517545,4.719855388,6.167163146,8.85684723,5.97075689,3.936611132,8.539836454,9.46402534,-3.373986332,10.87673379,8.157487721
South Asia,SAS,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,7.468773957,5.110243931,5.467978598,6.033785551,6.938621363,7.336072152,7.68224076,6.527009336,6.334238373,3.940144628,-4.661486412,8.267933073,6.470528617
Saudi Arabia,SAU,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,5.039492888,10.99376163,5.427394266,2.850342991,4.027651215,4.690145073,2.363074579,-0.069698016,2.762243738,0.832280327,-4.341387678,3.921724119,8.744153628
Sudan,SDN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,3.858241952,-3.213532093,-17.0046884,1.955144633,4.661379542,1.910176891,3.467642184,0.709256285,-2.68093055,-2.178251045,-3.629800824,-1.868520483,-0.95340703
Senegal,SEN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,3.390889253,1.33409108,4.002995551,2.412385276,6.224074438,6.367043651,6.356068572,7.407486186,6.209241034,4.613628097,1.342073773,6.539673726,4.153856494
Singapore,SGP,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,14.51974971,6.214934169,4.435497594,4.817630991,3.935540277,2.976799316,3.601656039,4.544728218,3.57543271,1.331261327,-3.901053402,8.882353997,3.646972071
Solomon Islands,SLB,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,9.708388169,7.429949617,2.471878416,5.231704519,1.189217471,1.676146156,5.554731534,3.075348034,2.745995423,1.749514287,-3.381116048,-0.569742893,-4.062439403
Sierra Leone,SLE,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,6.637492458,6.009831046,15.20174827,21.07901416,4.559253533,-20.49107411,6.346727852,3.753803214,3.47290262,5.253746313,-1.968486891,4.104700089,3.500741707
El Salvador,SLV,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2.107887873,3.806881134,2.822623718,2.235624392,1.708706284,2.400000089,2.539062411,2.247619081,2.412444224,2.455645599,-7.878383783,11.17802031,2.600239918
San Marino,SMR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-5.473684211,-8.314773571,-7.044534413,-0.783972125,-0.7023705,2.291505561,2.344405861,0.258265466,1.493905318,2.065685147,-6.647910818,8.463071845,
Somalia,SOM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,7.794200253,15.04994147,8.53229304,2.349582763,7.530969253,7.456521543,2.489374346,4.049110488,4.798778989
Serbia,SRB,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,0.731044553,2.036276689,-0.681542369,2.892636734,-1.58951032,1.806059265,3.338586765,2.101163847,4.495121293,4.331734906,-0.903218502,7.549912535,2.251448565
Sub-Saharan Africa (excluding high income),SSA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,5.936985368,4.198830906,2.714942552,5.065791095,4.864413952,2.871362063,1.270045452,2.441942285,2.646952815,2.589891846,-1.99856625,4.172493565,3.563360697
South Sudan,SSD,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,5.493416395,-4.640316736,-46.08212237,13.12973114,3.373648477,-10.79336463,,,,,,,
Sub-Saharan Africa,SSF,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,5.935816928,4.203106289,2.715277348,5.062553647,4.863760373,2.872433888,1.273191586,2.442233487,2.647860495,2.591865886,-2.004434518,4.173503227,3.567718709
Small states,SST,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,7.147876176,6.27675703,3.317710195,3.273986164,3.551510061,2.650339177,2.206257421,1.081314728,2.076915387,1.950026383,-5.636224472,4.092011055,5.660733946
Sao Tome and Principe,STP,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,6.671983657,4.398202015,3.14197646,4.814792654,6.549934955,3.911337989,4.164768974,3.848980918,2.945268909,2.210855833,3.024568211,1.877922502,0.927137395
Suriname,SUR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,5.168825152,5.849367672,2.690349747,2.933441652,0.255503032,-3.411096013,-4.915786469,1.567191065,4.948270766,1.168797882,-15.97519639,-2.729618827,1.88771872
Slovak Republic,SVK,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,6.71663275,2.671452779,1.318802246,0.632740007,2.697189807,5.167181606,1.943950861,2.938068678,4.030389714,2.509723144,-3.336244672,4.863263766,1.66870294
Slovenia,SVN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1.343748472,0.861327733,-2.639438757,-1.029282772,2.768158831,2.210081607,3.191852518,4.815380632,4.454365747,3.451079244,-4.321369905,8.211062592,5.374552654
Sweden,SWE,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,5.952107008,3.195333235,-0.588304569,1.187775716,2.657798275,4.489281588,2.070593151,2.567924525,1.950022846,1.986195874,-2.170213179,5.385840184,2.64221674
Eswatini,SWZ,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,3.793754968,2.247229761,5.396630697,3.861213798,0.923230547,2.227480675,1.062610193,2.026578156,2.380095476,2.692168293,-1.55964259,7.883306402,3.914540977
Sint Maarten (Dutch part),SXM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,3.199994022,4.600002996,1.39054667,1.306727883,1.580384638,0.4,0.500001937,-5.800003254,-6.599997737,8.8,-16.5,7.3,9.7
Seychelles,SYC,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,4.505132043,9.509783352,3.110678494,1.253734962,4.063691812,4.194586924,5.104826829,2.783944751,3.709434312,4.876946199,-8.649206455,5.4,8.800000173
Syrian Arab Republic,SYR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,5.191905841,2.850002844,-26.33901708,-26.30008766,-10.31033991,-4.179791613,-6.405590739,-0.723281777,1.393176078,1.220705221,-3.873681686,,
Turks and Caicos Islands,TCA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,-0.972299355,1.070877013,8.711296582,11.31483413,7.25118055,-2.490218992,5.610956374,5.324551483,-26.78287693,8.974508492,-0.499484665
Chad,TCD,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,13.55010086,0.082869798,8.882576072,5.700001363,6.899985045,2.767675685,-6.255527085,-2.988695986,2.3740378,3.247181917,-1.600006737,-1.199990525,2.235979675
East Asia & Pacific (IDA & IBRD countries),TEA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,9.923095211,8.651128263,7.576050115,7.296374617,6.984991402,6.688999059,6.586313087,6.705253192,6.525444959,5.782907819,1.299924814,7.548554523,3.4111978
Europe & Central Asia (IDA & IBRD countries),TEC,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,4.632731161,5.926442037,3.455023311,3.384055817,2.338160574,1.48668376,1.848946781,4.292105956,3.678386462,2.646189433,-1.555061497,7.339646904,1.606188714
Togo,TGO,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,6.099259163,6.398199053,6.543507029,6.112343077,5.920588573,5.742868453,5.559079305,4.347748238,5.138472308,4.922925917,1.975742919,5.991572047,5.810539956
Thailand,THA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,7.513390533,0.840132083,7.242796202,2.687495563,0.984468864,3.134047249,3.435157717,4.177681032,4.222870287,2.114557796,-6.066925969,1.492095235,2.594733433
Tajikistan,TJK,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,6.499999086,7.4000006,7.499999463,7.399999747,6.70000069,6.019303318,6.9,7.1,7.6,7.4,4.4,9.4,8
Turkmenistan,TKM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,9.199999988,14.69999993,11.09999996,10.2000001,10.29999997,6.49999991,6.199999966,6.500000047,6.199999941,6.300000042,-3.4,,
